customer_id,age,gender,region,tenure_days,total_orders,total_spent,avg_order_value,days_since_last_order,total_sessions,avg_session_duration,pages_per_session,cart_abandonment_rate,support_tickets,preferred_category,seasonal_activity,marketing_channel,will_churn,predicted_spending_3months
488,22,M,South,325,3,172.31,57.44,47,12,5.73,3.19,0.332,2,Electronics,0.438,Paid_Search,0,48.87
489,55,M,East,55,11,958.26,87.11,69,38,9.5,1.05,0.302,3,Books,0.534,Paid_Search,0,56.08
490,45,Other,Central,107,5,505.27,101.05,7,17,7.09,3.6,0.495,2,Electronics,0.421,Paid_Search,0,124.6
491,34,M,West,138,6,520.95,86.83,33,24,5.33,4.48,0.242,0,Electronics,0.498,Paid_Search,0,388.02
492,52,F,Central,196,8,491.58,61.45,40,19,12.76,5.47,0.792,7,Books,0.918,Social,0,124.62
493,35,M,West,275,4,661.14,165.28,40,18,4.08,1.23,0.742,1,Clothing,0.857,Organic,0,194.91
494,24,Other,East,90,5,524.82,104.96,21,23,5.8,2.69,0.687,3,Sports,0.301,Paid_Search,0,88.99
495,53,M,North,186,15,1475.0,98.33,0,28,10.85,6.47,0.947,3,Electronics,0.273,Social,0,360.84
496,41,M,West,29,4,264.7,66.18,9,25,11.48,6.0,0.772,2,Sports,0.549,Email,0,213.17
497,22,F,East,485,5,296.85,59.37,11,20,2.93,3.04,0.517,2,Books,0.363,Paid_Search,0,222.57
498,32,F,East,86,14,952.06,68.0,57,39,10.83,1.01,0.442,3,Books,0.89,Direct,0,0.0
499,24,M,East,235,5,510.18,102.04,55,15,9.02,5.68,0.403,2,Sports,0.488,Paid_Search,1,72.39
500,18,M,East,3,12,602.82,50.23,3,31,4.83,3.24,0.402,2,Sports,0.948,Social,0,0.0
501,46,M,South,41,13,627.83,48.29,89,23,5.34,1.47,0.295,5,Books,0.037,Organic,0,25.68
502,57,M,East,120,5,442.44,88.49,6,25,0.5,2.76,0.936,0,Clothing,0.587,Organic,0,203.63
503,18,M,North,379,6,497.88,82.98,16,23,15.37,1.04,0.924,1,Sports,0.63,Email,1,238.81
504,41,F,West,134,8,445.94,55.74,7,21,12.56,5.66,0.627,1,Home,0.513,Social,0,56.53
505,27,M,North,478,8,381.76,47.72,59,19,3.34,1.0,0.854,0,Home,0.875,Direct,0,41.69
506,29,M,North,119,6,665.68,110.95,41,23,11.7,6.79,0.157,2,Sports,0.48,Email,0,0.0
507,27,F,South,121,3,251.78,83.93,13,15,6.2,3.97,0.934,2,Electronics,0.432,Paid_Search,0,83.44
508,24,F,West,22,10,409.12,40.91,34,22,12.16,1.06,0.265,3,Books,0.248,Email,0,0.0
509,35,F,South,292,6,255.96,42.66,6,27,6.52,2.56,0.718,0,Clothing,0.395,Paid_Search,0,39.31
510,25,M,South,51,7,461.74,65.96,14,25,7.05,2.34,0.772,2,Home,0.851,Paid_Search,0,53.03
511,38,M,East,413,4,373.28,93.32,14,15,7.35,1.57,0.847,2,Home,0.186,Organic,0,548.56
512,34,F,South,435,7,629.13,89.88,8,23,5.87,3.7,0.828,2,Electronics,0.587,Email,0,239.66
513,32,M,Central,516,10,1032.92,103.29,62,26,14.1,8.77,0.391,2,Sports,0.33,Paid_Search,0,126.32
514,24,M,Central,132,4,150.97,37.74,34,19,12.09,1.7,0.726,1,Electronics,0.861,Social,0,91.52
515,28,F,East,203,10,805.96,80.6,9,24,8.94,3.44,0.814,2,Clothing,0.576,Organic,0,178.13
516,44,F,South,271,7,774.53,110.65,8,23,12.6,3.28,0.694,2,Sports,0.432,Email,0,307.58
517,41,F,West,25,11,1191.52,108.32,0,26,1.99,3.67,0.634,1,Home,0.636,Email,0,275.35
518,23,M,North,165,9,755.75,83.97,12,22,3.59,1.0,0.228,1,Home,0.728,Paid_Search,0,0.0
519,36,M,East,6,7,935.9,133.7,22,24,10.4,7.12,0.379,0,Books,0.735,Social,0,623.24
520,44,F,South,123,9,812.09,90.23,9,23,11.44,13.86,0.475,1,Clothing,0.825,Paid_Search,0,199.73
521,18,M,Central,30,6,606.41,101.07,36,21,9.62,3.22,0.464,1,Home,0.512,Social,0,256.24
522,41,F,North,36,8,608.89,76.11,15,26,0.97,5.37,0.537,0,Electronics,0.624,Email,0,53.59
523,27,F,East,81,6,332.85,55.48,11,17,4.25,4.36,0.412,1,Home,0.432,Direct,0,68.66
524,41,F,West,101,8,424.96,53.12,83,25,10.17,1.2,0.66,2,Electronics,0.536,Paid_Search,0,66.92
525,25,M,East,175,10,795.4,79.54,9,22,18.21,3.04,0.894,1,Electronics,0.678,Paid_Search,0,170.24
526,18,M,North,13,9,627.41,69.71,15,25,13.37,1.82,0.059,0,Sports,0.73,Paid_Search,0,43.46
527,18,F,Central,126,7,215.5,30.79,14,18,14.81,2.81,0.507,2,Sports,0.486,Email,0,211.96
528,35,F,East,36,13,641.62,49.36,8,22,9.86,3.36,0.418,1,Home,0.43,Social,0,54.05
529,38,F,East,153,9,603.36,67.04,7,25,9.83,3.54,0.723,2,Home,0.198,Organic,0,220.36
530,24,M,South,182,10,931.82,93.18,10,24,4.37,1.69,0.758,1,Electronics,0.157,Organic,0,230.03
531,42,M,East,146,7,522.19,74.6,59,17,12.31,3.55,0.893,1,Sports,0.465,Social,0,137.3
532,18,F,South,241,9,658.79,73.2,43,31,8.21,2.89,0.502,1,Home,0.578,Organic,0,170.97
533,34,F,North,73,7,352.29,50.33,34,18,11.27,6.74,0.544,3,Sports,0.733,Organic,0,370.16
534,20,F,North,260,9,680.21,75.58,18,27,8.62,5.19,0.618,2,Clothing,0.674,Paid_Search,0,201.08
535,27,M,West,102,10,1079.78,107.98,21,17,9.62,5.92,0.306,1,Electronics,0.813,Email,0,698.75
536,35,F,South,119,6,473.34,78.89,9,20,8.15,6.22,0.456,0,Sports,0.764,Paid_Search,0,44.92
537,24,F,North,187,6,223.9,37.32,2,20,9.4,1.43,0.788,1,Home,0.634,Social,0,181.26
538,30,F,East,3,1,43.71,43.71,12,18,12.5,5.03,0.771,3,Electronics,0.642,Direct,0,112.33
539,47,M,West,191,10,897.2,89.72,20,18,3.44,1.38,0.863,1,Books,0.339,Organic,0,62.74
540,28,M,North,173,5,346.96,69.39,1,18,2.53,8.05,0.904,2,Electronics,0.157,Social,0,179.52
541,45,F,East,66,13,950.76,73.14,2,30,10.2,4.97,0.738,4,Clothing,0.694,Direct,0,271.41
542,21,M,North,16,13,775.86,59.68,9,31,14.26,1.29,0.72,0,Electronics,0.57,Organic,0,99.3
543,41,F,North,17,11,963.44,87.59,13,21,15.27,3.64,0.219,0,Sports,0.652,Direct,1,30.87
544,52,F,North,462,9,607.29,67.48,14,20,3.6,1.6,0.261,2,Sports,0.474,Paid_Search,0,375.82
545,18,M,West,210,7,492.34,70.33,3,29,6.89,2.21,0.734,2,Home,0.509,Organic,0,123.56
546,25,F,North,24,6,322.32,53.72,7,18,2.58,4.08,0.822,2,Home,0.119,Email,0,252.47
547,41,M,North,79,9,882.38,98.04,9,25,6.3,1.99,0.516,5,Electronics,0.437,Paid_Search,0,605.73
548,32,F,South,161,8,555.77,69.47,2,16,12.99,2.62,0.62,1,Electronics,0.811,Social,0,106.66
549,39,Other,West,324,6,541.18,90.2,11,15,8.45,6.32,0.788,1,Electronics,0.406,Paid_Search,0,256.46
550,27,M,South,8,10,451.6,45.16,2,25,7.0,2.81,0.284,2,Sports,0.766,Social,0,0.0
551,36,M,South,48,9,1065.12,118.35,36,17,10.68,1.45,0.383,5,Sports,0.172,Organic,1,272.07
552,33,M,North,396,7,748.54,106.93,14,21,5.32,1.0,0.593,1,Books,0.813,Paid_Search,0,307.14
553,49,M,South,1,10,272.55,27.26,11,26,14.87,5.22,0.485,2,Books,0.673,Social,0,0.0
554,38,F,East,40,8,439.61,54.95,4,20,8.53,5.16,0.517,2,Books,0.781,Paid_Search,0,57.51
555,39,F,East,575,6,521.65,86.94,7,22,6.89,3.65,0.617,1,Home,0.889,Email,0,487.9
556,30,M,South,171,7,294.05,42.01,7,20,10.85,12.66,0.772,0,Sports,0.68,Direct,0,59.08
557,29,M,South,54,10,717.1,71.71,126,29,12.26,2.53,0.431,0,Electronics,0.723,Organic,0,132.92
558,29,M,North,12,5,428.33,85.67,54,19,14.88,6.81,0.378,3,Electronics,0.451,Email,0,202.59
559,39,F,South,5,9,633.44,70.38,0,30,7.66,1.82,0.829,3,Books,0.761,Organic,0,162.73
560,29,M,North,50,5,442.35,88.47,28,16,12.84,5.43,0.357,2,Home,0.617,Direct,0,69.56
561,38,F,West,383,8,461.33,57.67,8,21,8.9,1.26,0.737,3,Home,0.566,Direct,0,126.18
562,59,F,Central,96,4,75.58,18.9,3,17,6.05,5.35,0.837,0,Books,0.56,Social,0,36.94
563,45,F,Central,229,7,696.87,99.55,36,27,5.39,2.63,0.871,1,Electronics,0.426,Paid_Search,0,0.0
564,31,M,West,450,5,496.98,99.4,4,27,4.11,4.61,0.636,1,Home,0.25,Email,0,0.0
565,49,F,East,94,16,2201.45,137.59,17,36,5.53,3.76,0.773,0,Clothing,0.234,Direct,0,316.43
566,30,M,West,38,2,39.64,19.82,30,13,12.96,5.1,0.388,2,Books,0.823,Organic,0,23.76
567,18,M,South,131,8,750.17,93.77,24,17,11.33,1.0,0.528,3,Electronics,0.431,Paid_Search,0,710.31
568,22,F,East,429,9,232.05,25.78,113,23,3.54,2.87,0.542,1,Clothing,0.657,Paid_Search,0,75.3
569,18,F,East,293,11,1308.04,118.91,46,28,1.51,6.54,0.471,2,Sports,0.903,Email,0,1301.26
570,30,M,East,12,8,697.57,87.2,44,28,4.05,7.17,0.513,0,Electronics,0.517,Organic,1,54.36
571,35,M,West,212,6,307.21,51.2,13,28,5.39,4.46,0.688,0,Clothing,0.323,Social,0,191.59
572,55,M,South,152,11,1039.56,94.51,0,26,7.29,6.71,0.184,0,Sports,0.911,Paid_Search,0,286.41
573,38,M,South,428,7,428.22,61.17,39,20,13.19,2.77,0.705,0,Home,0.462,Email,0,0.0
574,32,M,Central,23,10,825.1,82.51,246,28,6.31,1.89,0.294,1,Electronics,0.651,Paid_Search,0,49.9
575,44,M,North,137,10,801.49,80.15,15,25,15.22,3.44,0.823,2,Electronics,0.249,Direct,0,262.54
576,18,F,East,380,8,948.83,118.6,127,18,1.78,3.81,0.459,2,Home,0.158,Organic,0,118.82
577,37,F,Central,94,7,842.61,120.37,4,23,7.11,4.27,0.414,0,Electronics,0.83,Organic,0,178.63
578,44,F,East,118,3,180.21,60.07,10,22,11.64,3.24,0.558,0,Books,0.674,Paid_Search,1,33.93
579,18,F,East,13,13,1318.88,101.45,5,27,11.89,3.28,0.48,1,Clothing,0.312,Organic,0,212.44
580,48,M,South,58,7,587.1,83.87,19,19,7.16,5.58,0.33,0,Sports,0.786,Social,0,202.28
581,39,F,South,70,7,277.78,39.68,47,15,12.51,1.57,0.779,2,Sports,0.153,Email,0,45.29
582,30,F,West,522,12,691.13,57.59,12,25,11.75,3.77,0.618,1,Clothing,0.31,Social,0,103.68
583,42,F,East,59,5,667.02,133.4,71,16,5.77,4.46,0.392,1,Books,0.282,Direct,1,0.0
584,62,F,East,111,7,587.62,83.95,23,23,9.76,2.0,0.248,1,Electronics,0.201,Paid_Search,0,218.29
585,37,F,North,200,7,699.96,99.99,18,26,11.31,2.59,0.275,0,Home,0.744,Direct,0,183.28
586,37,F,North,31,6,418.19,69.7,46,16,6.06,8.96,0.406,0,Home,0.616,Organic,0,67.98
587,29,M,Central,119,9,553.51,61.5,3,15,15.28,3.63,0.478,1,Electronics,0.544,Email,0,66.66
588,24,F,South,241,6,454.09,75.68,44,21,5.16,15.17,0.753,1,Sports,0.457,Organic,0,163.6
589,44,F,East,362,7,478.43,68.35,8,26,9.08,3.44,0.555,1,Clothing,0.297,Paid_Search,0,146.09
590,24,F,North,177,11,414.36,37.67,9,27,3.5,5.78,0.951,3,Clothing,0.547,Paid_Search,0,112.76
591,35,F,West,199,10,499.17,49.92,27,22,8.91,1.0,0.273,5,Sports,0.624,Email,0,144.51
592,29,M,Central,24,4,370.79,92.7,69,22,4.23,1.0,0.532,0,Clothing,0.039,Social,0,0.0
593,40,M,East,524,11,720.31,65.48,25,26,7.32,1.39,0.106,0,Sports,0.351,Paid_Search,0,140.73
594,39,F,North,25,9,680.78,75.64,31,19,2.15,6.29,0.403,2,Books,0.696,Email,0,270.76
595,47,F,East,268,11,889.6,80.87,44,24,11.7,2.63,0.302,1,Electronics,0.387,Email,0,104.38
596,28,F,West,55,4,331.31,82.83,9,13,9.93,1.0,0.569,1,Sports,0.644,Organic,0,205.71
597,31,M,South,488,7,725.65,103.66,52,25,12.85,3.39,0.558,2,Books,0.231,Email,0,196.01
598,23,M,West,229,7,332.73,47.53,16,28,7.11,5.88,0.331,1,Sports,0.258,Paid_Search,0,95.88
599,29,F,East,252,12,1071.08,89.26,5,27,13.04,1.54,0.773,4,Books,0.428,Email,0,767.58
600,39,F,West,44,7,657.13,93.88,12,20,8.66,6.13,0.661,1,Books,0.034,Organic,0,82.69
601,44,F,East,105,14,1395.05,99.65,8,26,8.95,1.04,0.785,1,Books,0.794,Organic,0,325.36
602,23,F,North,173,7,277.74,39.68,7,19,16.96,5.77,0.83,4,Electronics,0.761,Social,0,0.0
603,45,F,South,264,3,244.11,81.37,9,23,6.56,1.89,0.575,3,Sports,0.449,Organic,0,205.2
604,51,M,South,19,9,1061.12,117.9,5,24,13.41,7.58,0.59,3,Sports,0.347,Social,0,706.64
605,39,F,Central,590,13,942.79,72.52,33,27,10.42,8.6,0.347,0,Sports,0.698,Social,0,0.0
606,57,M,West,397,6,522.52,87.09,26,19,6.21,4.31,0.754,3,Books,0.682,Social,0,398.63
607,25,M,West,56,5,472.55,94.51,31,20,3.24,2.0,0.699,4,Clothing,0.997,Social,0,105.21
608,20,F,South,311,6,296.18,49.36,12,17,4.37,15.74,0.491,2,Clothing,0.355,Social,0,63.63
609,18,F,North,131,5,604.23,120.85,44,25,13.02,1.76,0.837,1,Sports,0.415,Paid_Search,0,149.56
610,52,M,West,111,5,437.44,87.49,4,15,15.44,9.39,0.666,0,Clothing,0.336,Organic,0,122.23
611,42,F,East,67,6,527.93,87.99,25,16,8.87,11.7,0.719,0,Clothing,0.655,Email,0,297.07
612,34,M,South,156,15,501.74,33.45,9,32,9.08,4.43,0.845,2,Clothing,0.416,Email,0,28.77
613,38,M,East,235,7,664.05,94.86,22,24,11.61,1.26,0.733,0,Books,0.832,Organic,0,104.89
614,21,M,North,95,9,788.94,87.66,11,25,8.79,4.16,0.914,2,Sports,0.365,Email,0,89.37
615,64,M,South,178,10,1156.05,115.6,46,23,12.9,12.9,0.434,2,Sports,0.76,Organic,0,274.49
616,36,F,East,216,10,672.18,67.22,66,32,9.67,1.99,0.372,2,Home,0.753,Paid_Search,0,50.67
617,36,M,North,223,7,352.16,50.31,40,17,9.04,3.08,0.842,2,Home,0.278,Paid_Search,0,48.98
618,43,F,Central,9,9,521.5,57.94,5,22,5.7,1.0,0.833,1,Clothing,0.384,Social,0,84.88
619,40,F,South,353,6,374.25,62.38,9,21,4.72,3.09,0.57,1,Sports,0.804,Organic,0,172.12
620,37,M,North,110,7,329.2,47.03,75,24,0.5,5.26,0.623,1,Clothing,0.558,Email,0,60.78
621,25,F,South,54,9,965.29,107.25,17,26,13.44,1.41,0.931,0,Books,0.501,Direct,0,145.65
622,40,M,West,49,7,757.35,108.19,84,24,7.91,9.14,0.211,3,Sports,0.381,Direct,0,66.75
623,57,F,South,118,5,350.53,70.11,14,20,6.9,1.0,0.331,3,Books,0.283,Organic,0,285.24
624,51,M,East,392,9,586.63,65.18,90,23,0.69,2.02,0.346,2,Books,0.549,Direct,0,202.88
625,54,M,North,85,5,148.06,29.61,78,16,5.94,8.02,0.598,3,Sports,0.242,Social,0,64.59
626,28,M,North,249,8,739.19,92.4,32,21,5.41,2.9,0.589,2,Clothing,0.165,Social,0,321.97
627,23,M,South,18,5,581.68,116.34,0,24,5.32,10.5,0.754,1,Home,0.299,Direct,0,103.94
628,33,M,West,116,12,708.84,59.07,15,26,9.83,1.0,0.774,1,Clothing,0.728,Social,0,62.86
629,35,F,West,862,6,432.48,72.08,72,16,8.99,2.46,0.894,2,Home,0.429,Paid_Search,0,126.87
630,48,F,North,264,9,772.72,85.86,64,29,3.05,4.25,0.928,4,Electronics,0.493,Paid_Search,0,39.4
631,18,F,East,42,1,118.11,118.11,6,18,3.31,12.59,0.635,1,Home,0.698,Social,0,122.59
632,53,F,Central,125,9,719.95,79.99,15,25,3.3,3.67,0.952,3,Sports,0.719,Direct,0,292.08
633,33,M,South,47,8,639.09,79.89,54,23,15.74,4.97,0.849,3,Home,0.549,Email,0,278.38
634,29,M,West,94,10,794.83,79.48,25,34,14.47,3.25,0.743,1,Electronics,0.075,Social,0,149.95
635,22,M,North,272,10,393.74,39.37,56,26,5.09,3.0,0.544,2,Home,0.511,Organic,0,74.25
636,18,M,Central,265,5,194.15,38.83,52,23,0.59,2.0,0.771,1,Clothing,0.763,Paid_Search,0,52.08
637,44,F,West,46,12,657.6,54.8,71,30,9.01,4.53,0.25,3,Home,0.499,Paid_Search,0,86.07
638,35,F,Central,459,3,300.97,100.32,3,17,8.69,2.65,0.569,0,Sports,0.686,Organic,0,230.38
639,19,M,West,161,6,399.7,66.62,4,28,9.77,5.18,0.669,1,Sports,0.44,Social,0,0.0
640,19,M,South,86,6,370.56,61.76,2,22,11.47,3.63,0.753,2,Books,0.576,Email,0,92.01
641,30,F,Central,125,8,490.57,61.32,82,26,10.31,2.43,0.615,2,Clothing,0.2,Paid_Search,0,120.43
642,55,F,South,167,4,286.23,71.56,19,22,4.03,9.23,0.668,2,Clothing,0.832,Email,0,58.35
643,31,M,South,147,8,940.42,117.55,1,26,9.68,1.83,0.804,0,Home,0.798,Social,0,354.3
644,18,F,West,119,7,498.54,71.22,11,28,11.92,2.07,0.17,3,Home,0.531,Paid_Search,0,277.03
645,32,F,West,126,6,332.06,55.34,12,22,5.6,1.0,0.71,1,Sports,0.85,Social,0,54.16
646,31,M,Central,34,5,378.16,75.63,49,18,9.7,2.76,0.406,3,Books,0.627,Email,0,198.67
647,18,M,South,301,12,1426.53,118.88,39,27,6.29,8.75,0.549,1,Electronics,0.561,Social,0,559.04
648,34,F,West,140,14,874.01,62.43,35,30,16.48,8.9,0.42,2,Home,0.69,Paid_Search,0,208.08
649,32,F,West,25,10,454.75,45.47,0,24,3.19,2.25,0.657,2,Clothing,0.735,Organic,0,88.3
650,43,F,North,261,7,437.33,62.48,72,27,13.12,4.87,0.511,1,Home,0.325,Organic,0,226.73
651,57,M,South,485,3,234.66,78.22,7,20,1.82,5.67,0.228,3,Books,0.465,Direct,0,0.0
652,48,M,South,529,4,368.82,92.21,29,20,15.67,1.0,0.632,1,Clothing,0.5,Organic,0,212.94
653,31,F,South,82,14,1402.41,100.17,1,25,3.93,7.36,0.709,1,Books,0.55,Social,0,738.06
654,21,F,Central,26,6,293.14,48.86,2,21,9.26,1.02,0.641,2,Clothing,0.246,Direct,0,76.63
655,65,M,East,131,10,512.29,51.23,0,24,1.98,2.39,0.501,0,Home,0.334,Email,0,87.77
656,35,F,West,21,10,669.18,66.92,25,19,3.1,1.29,0.622,2,Books,0.721,Organic,0,59.83
657,35,F,Central,489,10,921.12,92.11,29,24,12.09,4.23,0.622,1,Sports,0.532,Email,0,0.0
658,34,F,South,36,9,391.5,43.5,1,26,12.61,1.65,0.333,0,Clothing,0.565,Social,0,57.67
659,37,F,West,52,9,538.35,59.82,10,24,9.46,2.0,0.249,5,Books,0.704,Paid_Search,1,23.6
660,33,F,South,93,5,300.91,60.18,57,27,11.46,6.4,0.344,0,Books,0.794,Social,0,242.19
661,28,M,West,86,8,788.35,98.54,3,21,12.68,2.21,0.514,0,Electronics,0.138,Email,0,111.18
662,28,F,North,284,6,529.24,88.21,7,19,5.76,3.29,0.695,2,Electronics,0.337,Organic,1,39.94
663,34,M,Central,109,10,975.93,97.59,16,26,2.9,1.01,0.346,2,Home,0.498,Email,0,309.06
664,28,F,South,33,11,1193.14,108.47,55,25,8.45,1.0,0.689,1,Sports,0.705,Organic,0,207.0
665,26,M,South,55,9,606.23,67.36,8,25,6.19,3.8,0.547,1,Sports,0.306,Paid_Search,0,0.0
666,36,F,West,128,8,362.52,45.31,175,24,10.05,2.13,0.959,0,Books,0.237,Organic,0,84.52
667,31,M,South,28,9,409.28,45.48,13,22,10.69,10.27,0.188,4,Books,0.003,Social,0,0.0
668,53,M,East,170,5,145.24,29.05,14,25,5.77,13.44,0.787,4,Books,0.629,Organic,0,27.36
669,18,M,South,150,12,762.37,63.53,3,29,11.32,1.1,0.564,2,Clothing,0.596,Paid_Search,0,156.37
670,48,M,West,225,5,326.97,65.39,34,17,11.12,1.0,0.546,1,Home,0.191,Organic,1,38.29
671,49,F,South,499,10,946.89,94.69,8,28,11.39,10.42,0.552,4,Home,0.452,Email,0,191.16
672,18,F,North,437,9,678.81,75.42,29,22,6.87,4.63,0.77,1,Electronics,0.36,Organic,0,287.8
673,30,F,South,525,14,878.39,62.74,7,24,11.62,3.72,0.88,3,Books,0.55,Social,0,347.47
674,30,M,East,50,11,793.1,72.1,14,28,10.58,1.0,0.516,0,Books,0.831,Social,0,227.45
675,18,M,North,25,10,490.26,49.03,58,32,11.06,12.77,0.678,1,Clothing,0.403,Organic,1,66.97
676,25,M,South,64,14,1408.89,100.64,40,27,15.21,1.59,0.071,0,Books,0.636,Social,0,176.88
677,21,M,South,405,10,553.52,55.35,5,24,9.81,5.82,0.866,1,Books,0.815,Paid_Search,0,53.41
678,56,F,North,643,8,372.01,46.5,28,29,6.07,5.6,0.648,1,Home,0.838,Social,0,187.59
679,46,M,East,353,7,668.13,95.45,29,24,4.06,1.0,0.494,2,Books,0.53,Direct,0,90.89
680,50,M,West,20,10,893.54,89.35,2,30,13.01,1.87,0.851,0,Clothing,0.561,Organic,0,260.71
681,43,M,North,530,6,191.45,31.91,18,24,9.93,1.0,0.444,2,Clothing,0.737,Email,0,42.27
682,21,M,East,99,8,771.0,96.38,9,26,15.18,1.0,0.778,1,Sports,0.32,Email,0,455.38
683,28,F,West,1,7,395.22,56.46,18,28,0.5,2.76,0.679,1,Sports,0.213,Organic,0,236.28
684,40,F,South,105,12,787.77,65.65,45,25,12.14,1.03,0.165,1,Electronics,0.421,Social,0,251.05
685,20,M,West,8,4,318.7,79.68,5,22,7.46,1.6,0.663,0,Clothing,0.672,Social,0,172.03
686,43,M,South,141,11,986.32,89.67,3,22,7.09,1.0,0.642,0,Clothing,0.732,Paid_Search,0,261.15
687,32,M,East,74,10,861.37,86.14,9,23,5.44,2.48,0.89,1,Home,0.258,Paid_Search,0,58.52
688,30,M,North,115,8,590.04,73.75,91,23,12.1,10.21,0.563,1,Sports,0.725,Paid_Search,0,91.19
689,43,M,West,170,8,515.07,64.38,41,25,10.95,4.16,0.834,5,Electronics,0.748,Social,0,182.92
690,40,F,West,365,13,1108.97,85.31,0,36,3.93,2.09,0.428,1,Home,0.485,Organic,0,0.0
691,30,F,North,195,11,792.44,72.04,15,27,9.16,3.1,0.775,1,Home,0.167,Paid_Search,0,0.0
692,48,F,South,102,9,1081.2,120.13,8,21,11.32,3.93,0.312,3,Sports,0.336,Email,0,0.0
693,22,M,Central,308,6,537.96,89.66,30,19,9.21,3.98,0.916,2,Home,0.204,Organic,0,169.18
694,42,M,South,424,2,103.83,51.91,18,17,12.93,2.56,0.689,2,Sports,0.369,Paid_Search,1,117.64
695,42,F,East,22,11,693.66,63.06,100,22,7.34,1.77,0.543,2,Clothing,0.212,Paid_Search,0,63.85
696,31,F,Central,136,7,533.43,76.2,7,21,0.5,5.79,0.896,1,Clothing,0.497,Paid_Search,0,141.09
697,38,F,West,60,15,1612.29,107.49,26,25,9.25,1.17,0.792,2,Sports,0.571,Social,0,0.0
698,19,M,East,8,6,661.67,110.28,36,15,9.22,5.85,0.618,0,Books,0.845,Organic,0,242.1
699,46,F,West,198,8,520.77,65.1,52,15,9.74,2.26,0.33,2,Books,0.463,Paid_Search,0,242.67
700,32,M,West,357,5,258.3,51.66,15,21,12.93,7.41,0.302,0,Electronics,0.322,Paid_Search,0,87.86
701,28,F,East,32,10,484.63,48.46,34,29,0.69,1.34,0.464,3,Books,0.498,Paid_Search,0,103.29
702,47,F,East,301,5,406.55,81.31,10,12,7.55,1.31,0.601,0,Electronics,0.34,Organic,0,186.25
703,26,F,South,345,4,530.38,132.59,17,17,4.81,3.39,0.789,1,Sports,0.231,Organic,0,317.61
704,18,M,Central,442,5,442.39,88.48,67,18,3.67,1.58,0.542,3,Sports,0.605,Social,1,39.36
705,18,F,West,55,9,316.37,35.15,89,19,8.21,10.49,0.858,4,Sports,0.435,Organic,0,47.63
706,42,M,North,421,10,568.5,56.85,38,26,11.31,1.82,0.686,2,Electronics,0.45,Paid_Search,0,71.74
707,19,M,West,69,10,594.02,59.4,14,25,9.7,1.45,0.396,3,Home,0.031,Email,0,274.01
708,56,M,East,144,4,217.8,54.45,51,17,5.75,4.49,0.27,2,Electronics,0.32,Organic,1,33.05
709,18,F,North,9,11,718.33,65.3,0,20,7.92,1.0,0.406,0,Home,0.884,Paid_Search,0,148.48
710,55,M,East,8,9,758.11,84.23,3,18,12.22,10.95,0.452,1,Clothing,0.298,Social,0,80.56
711,37,M,South,229,6,552.3,92.05,32,15,11.23,5.14,0.713,1,Clothing,0.558,Organic,0,85.89
712,33,F,West,105,12,1227.53,102.29,10,21,6.29,3.96,0.503,3,Home,0.862,Paid_Search,0,451.56
713,28,M,South,53,8,704.84,88.11,90,27,6.03,1.67,0.722,0,Home,0.624,Social,0,221.55
714,39,F,West,38,7,183.02,26.15,17,19,1.63,2.9,0.668,1,Books,0.549,Paid_Search,1,12.69
715,34,M,East,199,5,242.84,48.57,16,19,6.78,1.87,0.318,3,Home,0.597,Organic,0,164.78
716,48,M,North,1,10,710.48,71.05,34,28,1.56,2.2,0.736,1,Home,0.043,Organic,0,258.33
717,36,F,Central,295,9,708.14,78.68,43,26,16.77,6.22,0.531,4,Sports,0.306,Organic,0,78.18
718,36,M,East,14,8,772.28,96.54,19,24,5.08,4.27,0.497,3,Electronics,0.348,Direct,1,205.71
719,30,F,South,38,9,684.72,76.08,7,21,12.94,2.39,0.845,2,Home,0.739,Organic,1,51.46
720,34,F,East,87,7,533.87,76.27,44,18,15.77,1.0,0.609,3,Sports,0.017,Paid_Search,0,91.14
721,38,F,West,119,2,161.89,80.94,11,13,9.36,13.94,0.714,1,Home,0.356,Paid_Search,0,125.91
722,18,F,South,78,4,274.5,68.62,5,26,8.1,6.25,0.874,1,Books,0.376,Social,0,212.36
723,18,M,North,69,7,540.2,77.17,29,20,3.21,1.82,0.959,1,Home,0.443,Paid_Search,0,0.0
724,43,M,North,597,4,412.58,103.15,2,17,6.48,3.71,0.232,3,Home,0.742,Social,0,641.08
725,37,F,South,184,6,437.41,72.9,106,19,14.92,1.46,0.602,1,Sports,0.429,Email,0,163.0
726,32,F,West,4,9,668.2,74.24,30,24,9.91,1.76,0.589,0,Home,0.691,Organic,0,181.74
727,35,F,East,101,4,296.64,74.16,127,20,8.61,1.64,0.333,2,Sports,0.812,Organic,0,88.07
728,39,F,South,374,10,1074.44,107.44,12,29,13.75,3.51,0.709,2,Electronics,0.538,Direct,0,874.17
729,28,F,North,64,7,331.09,47.3,106,26,11.29,1.67,0.811,2,Sports,0.622,Email,0,0.0
730,25,F,South,17,11,1313.36,119.4,4,26,7.91,3.39,0.412,1,Electronics,0.579,Paid_Search,0,800.22
731,37,M,Central,255,4,182.36,45.59,1,22,9.37,8.08,0.535,1,Home,0.283,Email,0,68.91
732,23,F,South,167,16,938.31,58.64,1,34,5.43,1.11,0.321,3,Electronics,0.292,Social,0,61.16
